,FREQUENC,GEO,TIME,ISCED11,AGE,SEX,UNIT,ACL00,Value
4666,At least 4 times,Romania,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 64 years,Total,Percentage,Sports events,6.2
4667,At least 4 times,Romania,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 35 to 49 years,Total,Percentage,Sports events,5.9
4668,At least 4 times,Romania,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 50 to 64 years,Total,Percentage,Sports events,4.6
4669,At least 4 times,Romania,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 65 to 74 years,Total,Percentage,Sports events,4.6
4670,At least 4 times,Romania,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),75 years or over,Total,Percentage,Sports events,3.6
4671,At least 4 times,Romania,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,Percentage,Sports events,16.3
4672,At least 4 times,Romania,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,Percentage,Sports events,13.9
4673,At least 4 times,Romania,2015,Tertiary education (levels 5-8),16 years or over,Total,Percentage,Sports events,11.9
4674,At least 4 times,Romania,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,Percentage,Sports events,12.3
4675,At least 4 times,Romania,2015,Tertiary education (levels 5-8),From 25 to 64 years,Total,Percentage,Sports events,12.2
4676,At least 4 times,Romania,2015,Tertiary education (levels 5-8),From 35 to 49 years,Total,Percentage,Sports events,14.2
4677,At least 4 times,Romania,2015,Tertiary education (levels 5-8),From 50 to 64 years,Total,Percentage,Sports events,8.1
4678,At least 4 times,Romania,2015,Tertiary education (levels 5-8),From 65 to 74 years,Total,Percentage,Sports events,7.9
4679,At least 4 times,Romania,2015,Tertiary education (levels 5-8),75 years or over,Total,Percentage,Sports events,4.6
4680,At least 4 times,Slovenia,2015,All ISCED 2011 levels ,From 16 to 24 years,Total,Percentage,Sports events,25.9
4681,At least 4 times,Slovenia,2015,All ISCED 2011 levels ,From 16 to 29 years,Total,Percentage,Sports events,23.5
4682,At least 4 times,Slovenia,2015,All ISCED 2011 levels ,16 years or over,Total,Percentage,Sports events,15.6
4683,At least 4 times,Slovenia,2015,All ISCED 2011 levels ,From 25 to 34 years,Total,Percentage,Sports events,18.7
4684,At least 4 times,Slovenia,2015,All ISCED 2011 levels ,From 25 to 64 years,Total,Percentage,Sports events,16.3
4685,At least 4 times,Slovenia,2015,All ISCED 2011 levels ,From 35 to 49 years,Total,Percentage,Sports events,18.8
4686,At least 4 times,Slovenia,2015,All ISCED 2011 levels ,From 50 to 64 years,Total,Percentage,Sports events,11.9
4687,At least 4 times,Slovenia,2015,All ISCED 2011 levels ,From 65 to 74 years,Total,Percentage,Sports events,10.0
4688,At least 4 times,Slovenia,2015,All ISCED 2011 levels ,75 years or over,Total,Percentage,Sports events,3.5
4689,At least 4 times,Slovenia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 24 years,Total,Percentage,Sports events,26.5
4690,At least 4 times,Slovenia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 29 years,Total,Percentage,Sports events,25.7
4691,At least 4 times,Slovenia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",16 years or over,Total,Percentage,Sports events,10.1
4692,At least 4 times,Slovenia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 34 years,Total,Percentage,Sports events,18.3
4693,At least 4 times,Slovenia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 64 years,Total,Percentage,Sports events,9.5
4694,At least 4 times,Slovenia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 35 to 49 years,Total,Percentage,Sports events,12.9
4695,At least 4 times,Slovenia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 50 to 64 years,Total,Percentage,Sports events,5.3
4696,At least 4 times,Slovenia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 65 to 74 years,Total,Percentage,Sports events,2.9
4697,At least 4 times,Slovenia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",75 years or over,Total,Percentage,Sports events,0.5
4698,At least 4 times,Slovenia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,Percentage,Sports events,26.9
4699,At least 4 times,Slovenia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,Percentage,Sports events,23.9
4700,At least 4 times,Slovenia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16 years or over,Total,Percentage,Sports events,16.4
4701,At least 4 times,Slovenia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,Percentage,Sports events,19.0
4702,At least 4 times,Slovenia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 64 years,Total,Percentage,Sports events,16.5
4703,At least 4 times,Slovenia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 35 to 49 years,Total,Percentage,Sports events,18.5
4704,At least 4 times,Slovenia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 50 to 64 years,Total,Percentage,Sports events,12.6
4705,At least 4 times,Slovenia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 65 to 74 years,Total,Percentage,Sports events,10.8
4706,At least 4 times,Slovenia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),75 years or over,Total,Percentage,Sports events,4.1
4707,At least 4 times,Slovenia,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,Percentage,Sports events,18.5
4708,At least 4 times,Slovenia,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,Percentage,Sports events,20.1
4709,At least 4 times,Slovenia,2015,Tertiary education (levels 5-8),16 years or over,Total,Percentage,Sports events,18.1
4710,At least 4 times,Slovenia,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,Percentage,Sports events,18.3
4711,At least 4 times,Slovenia,2015,Tertiary education (levels 5-8),From 25 to 64 years,Total,Percentage,Sports events,19.2
4712,At least 4 times,Slovenia,2015,Tertiary education (levels 5-8),From 35 to 49 years,Total,Percentage,Sports events,21.6
4713,At least 4 times,Slovenia,2015,Tertiary education (levels 5-8),From 50 to 64 years,Total,Percentage,Sports events,16.4
4714,At least 4 times,Slovenia,2015,Tertiary education (levels 5-8),From 65 to 74 years,Total,Percentage,Sports events,15.3
4715,At least 4 times,Slovenia,2015,Tertiary education (levels 5-8),75 years or over,Total,Percentage,Sports events,8.4
4716,At least 4 times,Slovakia,2015,All ISCED 2011 levels ,From 16 to 24 years,Total,Percentage,Sports events,30.4
4717,At least 4 times,Slovakia,2015,All ISCED 2011 levels ,From 16 to 29 years,Total,Percentage,Sports events,30.1
4718,At least 4 times,Slovakia,2015,All ISCED 2011 levels ,16 years or over,Total,Percentage,Sports events,18.9
4719,At least 4 times,Slovakia,2015,All ISCED 2011 levels ,From 25 to 34 years,Total,Percentage,Sports events,26.7
4720,At least 4 times,Slovakia,2015,All ISCED 2011 levels ,From 25 to 64 years,Total,Percentage,Sports events,19.6
4721,At least 4 times,Slovakia,2015,All ISCED 2011 levels ,From 35 to 49 years,Total,Percentage,Sports events,20.2
4722,At least 4 times,Slovakia,2015,All ISCED 2011 levels ,From 50 to 64 years,Total,Percentage,Sports events,13.8
4723,At least 4 times,Slovakia,2015,All ISCED 2011 levels ,From 65 to 74 years,Total,Percentage,Sports events,9.0
4724,At least 4 times,Slovakia,2015,All ISCED 2011 levels ,75 years or over,Total,Percentage,Sports events,3.6
4725,At least 4 times,Slovakia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 24 years,Total,Percentage,Sports events,29.1
4726,At least 4 times,Slovakia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 29 years,Total,Percentage,Sports events,28.5
4727,At least 4 times,Slovakia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",16 years or over,Total,Percentage,Sports events,12.6
4728,At least 4 times,Slovakia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 34 years,Total,Percentage,Sports events,18.2
4729,At least 4 times,Slovakia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 64 years,Total,Percentage,Sports events,7.5
4730,At least 4 times,Slovakia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 35 to 49 years,Total,Percentage,Sports events,6.3
4731,At least 4 times,Slovakia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 50 to 64 years,Total,Percentage,Sports events,3.6
4732,At least 4 times,Slovakia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 65 to 74 years,Total,Percentage,Sports events,3.4
4733,At least 4 times,Slovakia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",75 years or over,Total,Percentage,Sports events,2.4
4734,At least 4 times,Slovakia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,Percentage,Sports events,31.2
4735,At least 4 times,Slovakia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,Percentage,Sports events,31.1
4736,At least 4 times,Slovakia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16 years or over,Total,Percentage,Sports events,19.5
4737,At least 4 times,Slovakia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,Percentage,Sports events,29.6
4738,At least 4 times,Slovakia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 64 years,Total,Percentage,Sports events,19.9
4739,At least 4 times,Slovakia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 35 to 49 years,Total,Percentage,Sports events,20.5
4740,At least 4 times,Slovakia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 50 to 64 years,Total,Percentage,Sports events,14.1
4741,At least 4 times,Slovakia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 65 to 74 years,Total,Percentage,Sports events,10.4
4742,At least 4 times,Slovakia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),75 years or over,Total,Percentage,Sports events,4.3
4743,At least 4 times,Slovakia,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,Percentage,Sports events,30.1
4744,At least 4 times,Slovakia,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,Percentage,Sports events,29.0
4745,At least 4 times,Slovakia,2015,Tertiary education (levels 5-8),16 years or over,Total,Percentage,Sports events,21.3
4746,At least 4 times,Slovakia,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,Percentage,Sports events,23.6
4747,At least 4 times,Slovakia,2015,Tertiary education (levels 5-8),From 25 to 64 years,Total,Percentage,Sports events,21.8
4748,At least 4 times,Slovakia,2015,Tertiary education (levels 5-8),From 35 to 49 years,Total,Percentage,Sports events,22.0
4749,At least 4 times,Slovakia,2015,Tertiary education (levels 5-8),From 50 to 64 years,Total,Percentage,Sports events,18.4
4750,At least 4 times,Slovakia,2015,Tertiary education (levels 5-8),From 65 to 74 years,Total,Percentage,Sports events,11.7
4751,At least 4 times,Slovakia,2015,Tertiary education (levels 5-8),75 years or over,Total,Percentage,Sports events,6.3
4752,At least 4 times,Finland,2015,All ISCED 2011 levels ,From 16 to 24 years,Total,Percentage,Sports events,27.2
4753,At least 4 times,Finland,2015,All ISCED 2011 levels ,From 16 to 29 years,Total,Percentage,Sports events,25.9
4754,At least 4 times,Finland,2015,All ISCED 2011 levels ,16 years or over,Total,Percentage,Sports events,21.5
4755,At least 4 times,Finland,2015,All ISCED 2011 levels ,From 25 to 34 years,Total,Percentage,Sports events,25.5
4756,At least 4 times,Finland,2015,All ISCED 2011 levels ,From 25 to 64 years,Total,Percentage,Sports events,24.7
4757,At least 4 times,Finland,2015,All ISCED 2011 levels ,From 35 to 49 years,Total,Percentage,Sports events,31.5
4758,At least 4 times,Finland,2015,All ISCED 2011 levels ,From 50 to 64 years,Total,Percentage,Sports events,18.0
4759,At least 4 times,Finland,2015,All ISCED 2011 levels ,From 65 to 74 years,Total,Percentage,Sports events,14.1
4760,At least 4 times,Finland,2015,All ISCED 2011 levels ,75 years or over,Total,Percentage,Sports events,5.5
4761,At least 4 times,Finland,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 24 years,Total,Percentage,Sports events,22.8
4762,At least 4 times,Finland,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 29 years,Total,Percentage,Sports events,21.7
4763,At least 4 times,Finland,2015,"Less than primary, primary and lower secondary education (levels 0-2)",16 years or over,Total,Percentage,Sports events,14.0
4764,At least 4 times,Finland,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 34 years,Total,Percentage,Sports events,20.2
4765,At least 4 times,Finland,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 64 years,Total,Percentage,Sports events,15.7
4766,At least 4 times,Finland,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 35 to 49 years,Total,Percentage,Sports events,20.7
